SEQENCE ID                     TM SP PREDICTION
Q8X5T0                          0  0 o
Q8X5T2                          0  Y n4-15c20/21o
Q8X5T3                          0  0 o
Q8X5T4                          0  Y n7-18c23/24o
Q8X5T6                          2  0 i25-51o63-84i
Q8X5T8                          0  0 o
Q8X5T9                          0  0 o
Q8X5U2                          6  0 i9-29o104-125i137-164o176-195i232-255o275-298i
Q8X5U5                          0  0 o
Q8X5U6                          0  0 o
Q8X5U8                          2  0 o12-29i36-56o
Q8X5V5                          2  0 i7-37o43-64i
Q8X5V8                         12  0 i12-31o43-65i85-106o134-155i162-181o187-209i241-260o266-284i320-341o353-375i387-404o410-428i
Q8X5W1                          0  Y n3-13c17/18o
Q8X5W5                          0  0 o
Q8X5W9                          0  0 o
Q8X5X0                          0  0 o
Q8X5X1                          0  0 o
Q8X5X2                          0  0 o
Q8X5X3                          0  0 o
Q8X5X4                          0  0 o
Q8X5X9                          0  Y n5-15c20/21o
Q8X5Y0                          0  Y n5-13c18/19o
Q8X5Y2                          0  0 o
Q8X5Y5                         12  0 i12-30o42-62i74-90o96-112i133-156o162-183i204-227o247-268i275-292o298-325i337-359o365-385i
Q8X5Y6                          0  0 o
Q8X5Y7                          9  0 i12-31o37-53i65-86o160-179i191-208o214-235i247-271o277-295i307-334o
Q8X5Z0                          0  0 o
Q8X5Z3                          0  0 o
Q8X5Z4                          0  0 o
Q8X5Z5                          6  0 o6-24i33-56o76-104i138-162o177-197i209-239o
Q8X5Z9                          0  0 o
Q8X600                          0  0 o
Q8X601                          0  0 o
Q8X605                          0  0 o
Q8X606                          0  0 o
Q8X615                          0  0 o
Q8X618                          0  0 o
Q8X619                          0  0 o
Q8X620                          0  Y n3-11c20/21o
Q8X621                          0  0 o
Q8X626                          0  0 o
Q8X629                          0  0 o
Q8X630                          0  0 o
Q8X632                          0  0 o
Q8X634                          0  0 o
Q8X639                          1  0 o6-26i
Q8X640                          0  0 o
Q8X646                          0  Y n4-13c18/19o
Q8X650                          4  Y n7-18c23/24o33-52i91-112o132-162i206-230o
Q8X654                          0  0 o
Q8X655                          0  0 o
Q8X656                          0  0 o
Q8X658                          4  0 i12-36o56-78i90-108o114-133i
Q8X660                          0  0 o
Q8X662                          0  0 o
Q8X663                         10  0 i21-42o62-89i96-116o136-161i182-205o295-313i320-337o343-362i369-391o397-419i
Q8X664                          4  0 i12-35o41-63i122-143o163-180i
Q8X667                          0  Y n12-23c28/29o
Q8X669                          0  Y n8-19c23/24o
Q8X672                          5  Y n8-22c30/31o46-74i86-111o117-144i164-189o201-226i
Q8X676                          0  Y n4-14c19/20o
Q8X678                          1  0 i107-129o
Q8X682                          0  0 o
Q8X683                          0  Y n4-15c27/28o
Q8X686                          0  0 i
Q8X687                         11  Y n8-19c27/28o43-64i76-94o100-122i134-156o162-182i210-233o239-260i272-290o296-318i330-348o363-381i
Q8X690                          0  0 o
Q8X699                          0  Y n8-16c21/22o
Q8X6A0                          6  0 o6-29i41-66o72-90i123-140o146-166i186-204o
Q8X6A2                          0  0 o
Q8X6A3                          0  0 o
Q8X6A4                          0  0 o
Q8X6A6                          0  Y n11-22c27/28o
Q8X6A7                          0  Y n18-28c33/34o
Q8X6A8                          0  0 o
Q8X6A9                          0  0 o
Q8X6B0                          0  0 o
Q8X6B1                          0  0 o
Q8X6B2                          0  0 o
Q8X6B3                          1  Y n3-14c19/20o43-61i
Q8X6C2                          0  0 o
Q8X6C9                          0  Y n6-17c22/23o
Q8X6D2                          2  0 i7-24o30-55i
Q8X6D3                          0  0 o
Q8X6D5                          0  Y n3-14c22/23o
Q8X6D8                          0  0 o
Q8X6E0                          8  0 i12-30o36-58i70-90o110-129i197-217o229-254i274-291o297-315i
Q8X6E3                          0  0 o
Q8X6E4                          0  0 i
Q8X6E5                          0  0 o
Q8X6E6                          0  0 o
Q8X6E7                          0  0 o
Q8X6E8                          0  0 o
Q8X6E9                          0  0 o
Q8X6F0                          0  0 i
Q8X6F1                          4  0 o6-37i49-67o158-182i194-215o
Q8X6F2                          2  0 i12-37o49-68i
Q8X6F3                          0  0 o
Q8X6F5                          3  0 o12-34i41-58o78-102i
Q8X6F7                          2  0 o6-25i32-55o
Q8X6F8                          4  0 i14-32o87-105i112-133o153-175i
Q8X6F9                          4  0 i28-45o77-98i134-152o178-204i
Q8X6G1                          0  0 o
Q8X6G2                          0  0 o
Q8X6G3                          1  0 i21-44o
Q8X6G4                          0  0 o
Q8X6G5                          0  0 o
Q8X6G6                          1  Y n4-14c18/19o210-229i
Q8X6G7                          0  0 i
Q8X6G8                          0  0 o
Q8X6G9                          0  Y n5-14c18/19o
Q8X6H1                          0  0 o
Q8X6H2                          0  0 o
Q8X6H4                          0  0 o
Q8X6H5                          0  0 o
Q8X6H6                          0  0 o
Q8X6H7                          0  0 o
Q8X6H8                          0  0 o
Q8X6H9                          0  0 o
Q8X6I5                          0  0 o
Q8X6I7                          0  0 o
Q8X6J5                          0  0 o
Q8X6J7                          0  0 o
Q8X6K0                          1  0 o15-34i
Q8X6K5                          0  0 o
Q8X6K7                          0  0 o
Q8X6K8                          9  0 o6-23i35-55o61-83i104-129o135-155i167-188o208-228i249-267o279-297i
Q8X6K9                          0  0 o
Q8X6L1                          0  Y n9-19c24/25o
Q8X6L2                          0  0 o
Q8X6L5                          0  Y n3-11c17/18o
Q8X6L6                          0  0 o
Q8X6L7                          1  0 o446-464i
Q8X6L8                          1  0 i271-290o
Q8X6L9                          1  0 i12-33o
Q8X6M1                          0  0 o
Q8X6M2                          1  0 o13-34i
Q8X6M4                          0  Y n10-23c35/36o
Q8X6M5                          6  0 i7-27o33-49i61-80o86-112i133-156o162-183i
Q8X6M6                          1  0 o16-33i
Q8X6N2                          0  0 o
Q8X6N4                          0  0 o
Q8X6N5                          0  0 o
Q8X6N6                          1  0 o12-44i
Q8X6N9                          0  Y n4-15c19/20o
Q8X6P6                          0  Y n8-15c20/21o
Q8X6Q2                          1  0 o6-25i
Q8X6Q6                          1  0 o6-24i
Q8X6Q7                          1  Y n8-19c24/25o34-51i
Q8X6Q8                          0  0 o
Q8X6Q9                          6  0 i31-52o103-122i134-155o185-208i229-253o284-305i
Q8X6R7                         12  0 i21-41o61-85i92-111o117-134i155-177o210-228i262-282o294-315i327-345o351-373i385-405o411-431i
Q8X6S1                          0  0 o
Q8X6S3                          2  0 i12-29o44-68i
Q8X6S4                          0  0 i
Q8X6S7                          0  Y n7-18c23/24o
Q8X6T1                         10  Y n9-20c25/26o44-61i91-108o114-132i137-156o162-184i191-209o262-283i313-336o348-373i385-403o
Q8X6T2                          0  0 o
Q8X6T3                          0  0 o
Q8X6T4                          0  0 o
Q8X6T7                          1  0 o25-47i
Q8X6T8                         12  0 i17-34o54-75i87-105o111-129i150-173o179-198i255-280o292-316i328-347o353-374i386-408o414-435i
Q8X6U0                          0  Y n4-15c20/21o
Q8X6U6                          0  Y n5-15c20/21o
Q8X6U7                          0  0 o
Q8X6U8                          0  Y n4-11c17/18o
Q8X6V1                          0  0 o
Q8X6V4                          2  0 i12-32o286-304i
Q8X6V5                          0  0 o
Q8X6W8                          0  0 o
Q8X6X0                          0  0 o
Q8X6X1                          0  0 o
Q8X6X4                          0  0 o
Q8X6Y2                          6  0 o12-40i52-76o88-109i121-138o144-164i176-195o
Q8X6Y3                          0  Y n4-15c21/22o
Q8X6Y4                          7  0 i7-23o29-49i61-81o93-116i128-145o151-168i180-199o
Q8X6Z4                          0  0 o
Q8X6Z9                          0  0 o
Q8X700                          0  0 o
Q8X702                          0  0 i
Q8X703                          0  0 o
Q8X705                          0  0 o
Q8X706                          3  0 o6-29i41-62o68-90i
Q8X717                          0  0 o
Q8X718                          0  0 o
Q8X719                          3  0 o30-48i60-79o85-104i
Q8X720                          0  0 i
Q8X721                          0  0 o
Q8X726                          0  0 o
Q8X728                          0  0 o
Q8X734                         11  0 i12-33o39-59i66-84o99-118i138-163o183-201i213-236o248-268i289-308o320-341i353-373o
Q8X741                          0  0 o
Q8X744                          0  0 o
Q8X746                          0  0 o
Q8X748                          0  0 o
Q8X749                          0  0 o
Q8X752                          0  0 o
Q8X754                          0  0 i
Q8X755                          0  0 o
Q8X757                          0  0 o
Q8X759                          0  0 i
Q8X770                          0  0 o
Q8X771                          0  0 o
Q8X773                          0  Y n7-18c22/23o
Q8X776                          0  0 o
Q8X778                          0  Y n5-13c18/19o
Q8X780                          8  0 i12-31o37-55i62-83o144-165i197-218o224-246i258-279o299-325i
Q8X782                          0  0 o
Q8X785                          0  0 o
Q8X786                          0  0 o
Q8X787                          0  0 o
Q8X790                          0  0 o
Q8X793                          2  0 o6-28i40-60o
Q8X795                          8  0 o12-34i46-67o87-104i116-138o150-169i181-203o223-243i250-271o
Q8X796                          0  0 o
Q8X797                          0  0 o
Q8X798                          0  Y n3-14c21/22o
Q8X7A0                          0  Y n11-22c28/29o
Q8X7A3                          0  0 o
Q8X7B1                          0  0 o
Q8X7B4                          0  0 o
Q8X7C0                          0  0 o
Q8X7C1                          5  Y n7-18c23/24o249-266i298-323o329-348i360-380o386-413i
Q8X7C3                          0  0 o
Q8X7C4                          1  0 o12-32i
Q8X7C6                          0  0 o
Q8X7D0                          0  0 o
Q8X7D3                          0  0 o
Q8X7D4                          0  0 o
Q8X7D5                          0  0 o
Q8X7D7                          0  0 o
Q8X7D9                          0  0 o
Q8X7E0                          0  0 i
Q8X7E1                          0  Y n4-14c19/20o
Q8X7E9                          0  Y n6-17c22/23o
Q8X7F0                          0  Y n4-15c22/23o
Q8X7F1                          0  Y n7-18c22/23o
Q8X7F2                          6  0 i31-54o99-123i144-169o189-208i220-241o261-283i
Q8X7F3                          0  Y n4-15c21/22o
Q8X7F4                          0  Y n7-15c20/21o
Q8X7F5                          0  Y n8-16c21/22o
Q8X7F6                          0  Y n4-14c19/20o
Q8X7F7                          0  0 o
Q8X7F8                          0  Y n5-15c20/21o
Q8X7F9                         12  0 i24-47o59-77i98-120o132-150i162-182o202-221i241-264o291-319i340-359o365-386i398-417o423-442i
Q8X7G0                          0  0 o
Q8X7G1                          0  0 o
Q8X7G4                          0  0 o
Q8X7G6                          0  0 o
Q8X7G7                          0  0 o
Q8X7G8                          0  0 o
Q8X7G9                          0  0 o
Q8X7H1                          0  0 o
Q8X7H2                          0  0 o
Q8X7H8                          0  Y n4-14c22/23o
Q8X7H9                          0  0 o
Q8X7I0                          0  0 o
Q8X7I4                          0  0 o
Q8X7I6                          0  0 o
Q8X7I7                          0  Y n10-20c25/26o
Q8X7I8                          0  0 o
Q8X7I9                          0  0 o
Q8X7J0                          0  0 o
Q8X7J1                          0  0 o
Q8X7J6                          0  0 o
Q8X7J7                          0  0 o
Q8X7J9                          0  0 o
Q8X7K4                          0  0 o
Q8X7K5                          0  0 o
Q8X7K6                          0  0 o
Q8X7K9                          0  0 o
Q8X7L0                          0  0 o
Q8X7L5                          0  Y n4-16c21/22o
Q8X7L6                          0  0 o
Q8X7L7                          0  0 i
Q8X7M0                          0  0 o
Q8X7M4                          0  0 o
Q8X7M5                          0  0 o
Q8X7M6                          0  Y n4-14c19/20o
Q8X7M7                          0  0 o
Q8X7M8                          0  0 o
Q8X7M9                         11  0 i7-24o30-48i55-73o85-105i117-138o172-191i203-226o246-266i278-296o328-347i368-397o
Q8X7N0                          0  0 o
Q8X7N2                          0  0 o
Q8X7N9                          0  0 o
Q8X7P0                          0  0 i
Q8X7P2                          5  0 i12-34o46-69i81-101o113-137i279-300o
Q8X7P3                         12  0 i12-36o42-67i79-99o111-128i149-167o173-191i289-308o320-340i361-379o385-402i414-439o445-467i
Q8X7P4                          0  0 o
Q8X7P5                          0  Y n3-10c14/15o
Q8X7P8                          0  0 o
Q8X7P9                          0  0 i
Q8X7Q0                          0  0 o
Q8X7Q2                          3  Y n7-17c21/22o86-106i127-148o168-199i
Q8X7Q3                          0  0 o
Q8X7Q5                          0  Y n16-27c45/46o
Q8X7Q9                          5  Y n3-13c17/18o178-195i202-223o243-260i281-299o305-333i
Q8X7R0                          0  0 o
Q8X7R5                          0  0 o
Q8X7R6                          0  0 o
Q8X7R7                          0  0 o
Q8X7R8                          0  0 o
Q8X7R9                          0  0 o
Q8X7S7                          0  0 o
Q8X7S8                          0  0 o
Q8X7S9                          0  0 o
Q8X7T0                          0  0 o
Q8X7T3                         10  0 o14-32i44-64o84-108i120-140o160-182i202-217o223-241i248-268o312-335i347-369o
Q8X7T5                          0  0 o
Q8X7T6                          0  0 o
Q8X7T7                          0  0 o
Q8X7T8                          0  0 o
Q8X7T9                          0  0 o
Q8X7U0                          0  0 o
Q8X7U6                          0  0 o
Q8X7U7                          0  0 o
Q8X7V0                          0  Y n5-16c21/22o
Q8X7V2                          0  0 o
Q8X7V3                          0  0 o
Q8X7V4                          1  0 o215-235i
Q8X7V6                          0  0 o
Q8X7V7                          0  0 o
Q8X7V8                          0  0 o
Q8X7V9                          0  Y n10-21c39/40o
Q8X7W1                          0  0 o
Q8X7W5                          0  Y n9-20c24/25o
Q8X7X0                          0  0 o
Q8X7X2                          0  Y n7-18c22/23o
Q8X7X3                          0  0 o
Q8X7X5                          0  0 o
Q8X7X6                          0  0 o
Q8X7X8                          0  0 o
Q8X7Y2                          3  0 o23-46i53-79o85-106i
Q8X7Y3                          0  Y n8-18c23/24o
Q8X7Y8                          0  0 o
Q8X7Z0                          0  0 o
Q8X7Z4                          0  0 o
Q8X7Z6                          0  Y n8-15c23/24o
Q8X801                          0  0 i
Q8X803                          7  0 i21-41o53-71i78-98o104-129i136-155o161-179i209-229o
Q8X804                          7  0 i20-42o57-77i89-107o113-131i143-161o167-186i207-230o
Q8X805                          0  0 o
Q8X808                          0  0 o
Q8X811                          0  0 o
Q8X813                          1  0 i21-40o
Q8X815                          1  0 o20-38i
Q8X817                          0  Y n6-16c20/21o
Q8X818                          0  0 o
Q8X828                          0  0 o
Q8X834                          0  0 o
Q8X836                          0  0 o
Q8X838                          0  0 o
Q8X841                          0  0 o
Q8X842                         10  0 i104-127o147-167i179-197o217-234i254-282o288-309i330-350o362-382i389-413o433-456i
Q8X843                          0  0 o
Q8X846                          2  0 i55-72o78-103i
Q8X848                          6  0 i25-47o59-80i101-126o146-169i181-206o226-248i
Q8X855                          0  Y n4-15c20/21o
Q8X856                          0  0 o
Q8X860                          0  0 o
Q8X863                          0  0 o
Q8X864                          0  0 o
Q8X865                         12  0 i12-30o36-52i59-81o87-104i111-129o135-156i367-384o390-407i414-431o437-453i460-477o483-505i
Q8X871                          0  0 o
Q8X872                          0  Y n42-52c56/57o
Q8X873                          0  0 o
Q8X876                          0  0 o
Q8X882                          0  0 o
Q8X886                          0  0 i
Q8X888                          3  0 i30-52o64-84i104-126o
Q8X889                          0  0 o
Q8X892                          4  0 i5-21o55-73i105-123o135-154i
Q8X893                          0  0 o
Q8X896                          0  0 o
Q8X8A0                          0  0 o
Q8X8A3                          0  Y n5-16c21/22o
Q8X8A4                          0  0 o
Q8X8A7                          0  0 o
Q8X8A9                          0  0 o
Q8X8B0                          0  0 o
Q8X8B1                          0  0 o
Q8X8B2                          1  0 o12-37i
Q8X8B3                          0  Y n5-17c22/23o
Q8X8B4                          0  0 o
Q8X8B6                          0  0 i
Q8X8C0                          0  0 o
Q8X8C2                          0  0 o
Q8X8C3                          0  0 o
Q8X8C4                          0  0 i
Q8X8C5                          0  0 o
Q8X8C6                          0  0 o
Q8X8D7                          0  0 o
Q8X8D8                          0  0 o
Q8X8E2                          4  0 i21-46o268-291i312-339o378-397i
Q8X8E6                          8  0 i12-40o52-73i85-103o109-128i140-168o188-213i234-251o257-277i
Q8X8E8                          0  0 o
Q8X8E9                         11  0 i20-41o53-77i89-109o121-143i164-183o189-210i244-264o276-297i309-327o333-356i421-442o
Q8X8F3                         11  Y n7-17c22/23o46-67i74-90o96-122i143-165o171-189i221-242o248-268i289-308o314-339i351-374o386-406i
Q8X8F4                          0  0 o
Q8X8F5                          0  0 o
Q8X8F6                          0  0 o
Q8X8G0                          0  0 o
Q8X8G1                          0  0 o
Q8X8G3                          0  0 o
Q8X8G4                          0  Y n6-17c21/22o
Q8X8G5                          0  0 o
Q8X8G7                          0  Y n5-16c21/22o
Q8X8H2                          3  0 o14-47i59-77o131-149i
Q8X8H3                          0  Y n5-13c18/19o
Q8X8I3                          0  Y n5-15c19/20o
Q8X8J2                          6  0 i12-36o78-100i112-139o145-165i186-211o243-264i
Q8X8J9                          0  0 o
Q8X8K0                          0  0 o
Q8X8K3                          0  0 o
Q8X8K6                          0  Y n4-14c21/22o
Q8X8K7                          0  0 o
Q8X8K8                          0  0 o
Q8X8L0                          0  0 o
Q8X8M5                          0  0 o
Q8X8M6                          0  0 o
Q8X8M7                          0  Y n4-14c22/23o
Q8X8M8                          0  Y n6-14c26/27o
Q8X8M9                          0  0 o
Q8X8N3                         10  0 i12-31o43-61i73-92o104-121i128-145o151-167i179-198o210-230i242-261o273-289i
Q8X8N4                          0  0 o
Q8X8N6                          0  Y n4-15c19/20o
Q8X8N9                          0  0 o
Q8X8P1                          0  0 o
Q8X8P3                          0  Y n19-29c33/34o
Q8X8P4                          0  Y n4-14c21/22o
Q8X8P7                          0  0 o
Q8X8Q1                          0  0 o
Q8X8Q2                          0  0 o
Q8X8Q6                          0  0 o
Q8X8Q7                          0  0 o
Q8X8R0                          0  0 o
Q8X8R1                          0  0 o
Q8X8R2                          0  0 o
Q8X8R3                          0  0 o
Q8X8R4                          2  0 i61-79o91-111i
Q8X8R5                          0  0 o
Q8X8R7                          0  0 o
Q8X8R8                          0  0 o
Q8X8S0                          0  0 o
Q8X8S1                          0  0 o
Q8X8S2                          0  0 o
Q8X8S3                          0  0 o
Q8X8S8                          0  0 o
Q8X8T0                          0  0 o
Q8X8T5                          0  0 i
Q8X8T7                          1  0 i37-58o
Q8X8T8                          0  0 o
Q8X8U0                          0  0 o
Q8X8U2                          6  0 i20-40o46-66i73-89o95-113i120-136o148-168i
Q8X8U4                          0  0 o
Q8X8U6                          0  0 o
Q8X8U7                          0  0 o
Q8X8V2                          0  0 o
Q8X8W3                          0  Y n10-21c39/40o
Q8X8W4                          0  Y n6-17c35/36o
Q8X8W6                          0  0 o
Q8X8W7                          0  0 o
Q8X8W9                          0  0 i
Q8X8X2                          0  0 o
Q8X8X3                          0  0 o
Q8X8X9                          0  0 o
Q8X8Z1                          7  0 o6-23i30-50o62-79i91-110o116-137i149-168o174-190i
Q8X8Z3                          0  0 o
Q8X8Z6                          0  0 o
Q8X8Z7                          0  Y n12-23c30/31o
Q8X8Z8                          3  Y n4-12c17/18o41-65i86-110o116-141i
Q8X8Z9                          0  0 o
Q8X901                          0  Y n16-24c33/34o
Q8X904                          0  Y n6-17c26/27o
Q8X908                          6  0 o22-39i51-70o76-94i140-163o175-193i205-238o
Q8X918                          0  Y n4-15c21/22o
Q8X919                          0  Y n5-17c26/27o
Q8X920                          0  Y n8-19c25/26o
Q8X921                          0  0 o
Q8X923                         14  0 i7-25o31-48i55-71o91-108i120-141o147-166i178-198o218-244i273-291o297-315i327-345o365-381i388-415o445-468i
Q8X924                          0  0 i
Q8X925                          1  0 i94-112o
Q8X927                          0  0 o
Q8X928                          0  Y n8-20c28/29o
Q8X932                          0  0 o
Q8X933                          0  Y n5-15c19/20o
Q8X934                          2  0 i117-135o141-165i
Q8X935                          0  0 o
Q8X936                          0  0 o
Q8X939                          0  0 o
Q8X946                          5  0 i12-35o41-58i65-81o87-106i113-140o
Q8X948                          0  Y n6-17c24/25o
Q8X949                          0  0 o
Q8X950                          0  0 o
Q8X953                          7  0 o22-40i47-65o71-88i109-139o159-178i185-205o211-226i
Q8X959                          0  Y n11-21c25/26o
Q8X960                          0  0 o
Q8X965                          1  0 i12-31o
Q8X967                          0  0 o
Q8X969                          0  0 i
Q8X970                          4  Y n2-12c16/17o40-58i65-85o148-168i266-283o
Q8X974                          1  0 i12-30o
Q8X975                          1  0 o333-351i
Q8X977                          4  0 i162-185o216-234i263-281o369-389i
Q8X980                          0  0 o
Q8X981                          0  0 o
Q8X985                          0  0 o
Q8X986                          0  0 o
Q8X991                          0  0 o
Q8X995                          0  0 o
Q8X998                          0  0 o
Q8X9A0                          8  0 i28-46o98-119i126-148o160-182i194-219o231-250i292-315o335-352i
Q8X9A5                          0  0 o
Q8X9A7                          0  0 o
Q8X9B2                          0  Y n7-18c23/24o
Q8X9B3                          2  0 i12-33o45-65i
Q8X9B4                          0  0 o
Q8X9B8                          0  Y n6-16c20/21o
Q8X9C1                          0  0 o
Q8X9C4                          0  Y n7-18c23/24o
Q8X9C5                          9  0 o6-32i53-75o81-103i144-162o174-200i207-224o230-247i259-280o323-343i
Q8X9C7                          2  0 i7-31o130-155i
Q8X9D5                          0  Y n7-22c29/30o
Q8X9D6                          0  0 o
Q8X9D8                          0  Y n5-16c20/21o
Q8X9D9                          2  0 i21-43o155-177i
Q8X9E1                          0  Y n4-13c18/19o
Q8X9E4                          0  Y n8-17c22/23o
Q8X9E7                          0  0 o
Q8X9E9                          0  Y n7-18c22/23o
Q8X9F4                          0  0 o
Q8X9F5                          0  0 i
Q8X9F7                          0  0 o
Q8X9G2                          0  0 o
Q8X9G4                         10  0 i26-47o67-88i108-127o133-149i156-173o193-214i241-264o270-287i345-366o372-395i
Q8X9H1                          0  0 o
Q8X9H2                          0  0 o
Q8X9H3                          0  0 o
Q8X9H4                          0  Y n4-14c18/19o
Q8X9I2                          0  0 o
Q8X9I4                          0  0 o
Q8X9J1                          9  Y n2-17c25/26o35-56i68-90o105-122i129-150o170-188i200-219o239-264i276-294o300-319i
Q8X9J2                          0  Y n3-10c17/18o
Q8X9J3                          0  0 o
Q8X9J4                          6  0 i12-31o37-52i59-80o86-104i109-127o133-157i
Q8X9J5                          0  0 o
Q8X9J8                          0  0 o
Q8X9K8                          0  Y n6-16c20/21o
Q8X9M8                          1  0 i308-329o
Q8X9M9                          0  0 o
Q8X9N6                          0  0 o
Q8X9P2                          0  0 o
Q8X9P4                          1  0 i50-70o
Q8X9Q4                          0  0 o
Q8X9Q5                          0  Y n4-15c20/21o
Q8X9Q7                          0  0 o
Q8X9R4                          0  Y n4-15c24/25o
Q8X9R8                          0  0 o
Q8X9R9                          0  0 o
Q8X9S0                          0  Y n6-16c24/25o
Q8X9S1                          5  0 o31-64i85-107o113-132i152-168o174-191i
Q8X9S4                          0  0 o
Q8X9S7                          0  0 o
Q8X9S8                          9  0 i12-30o57-80i92-113o133-150i162-178o184-201i221-244o250-269i281-300o
Q8X9T1                          0  0 i
Q8X9T5                          0  0 o
Q8X9T7                          0  0 o
Q8X9T9                          0  0 o
Q8X9U7                          0  Y n4-15c20/21o
Q8X9U8                          0  0 o
Q8X9U9                          2  0 i20-44o199-222i
Q8X9V0                          0  Y n16-23c31/32o
Q8X9V2                          0  0 o
Q8X9V4                          0  0 o
Q8X9V6                          0  0 o
Q8X9V8                         12  0 o12-36i43-65o93-114i119-138o144-161i168-187o207-224i236-254o260-276i288-313o319-337i349-382o
Q8X9W2                          0  Y n10-18c22/23o
Q8X9W3                          7  0 i29-53o86-110i122-143o155-176i188-207o236-258i279-303o
Q8X9W6                          2  0 o6-25i37-56o
Q8X9W7                          4  Y n4-19c24/25o34-55i67-88o94-114i126-145o
Q8X9W8                          0  0 o
Q8X9W9                          0  0 i
Q8X9X0                          0  0 o
Q8X9X2                          0  Y n15-26c30/31o
Q8X9X3                         12  0 i37-56o62-86i107-133o145-167i174-194o214-239i260-282o302-330i351-374o380-403i424-442o448-468i
Q8X9X4                          0  0 o
Q8X9X5                          0  Y n2-13c18/19o
Q8X9Y4                          0  0 o
Q8X9Z4                          0  0 i
Q8XA03                          0  0 o
Q8XA07                          5  0 i12-36o56-79i145-165o177-196i217-236o
Q8XA11                          0  0 o
Q8XA16                          0  0 i
Q8XA17                          0  0 o
Q8XA25                         12  0 i20-42o54-74i86-104o110-132i144-166o172-193i242-263o283-303i310-329o335-358i370-390o402-421i
Q8XA31                          2  0 i79-98o104-121i
Q8XA37                          0  0 o
Q8XA40                          0  0 o
Q8XA42                          0  0 i
Q8XA51                          0  0 o
Q8XA52                          0  Y n5-16c21/22o
Q8XA54                          0  Y n3-14c18/19o
Q8XA56                          0  Y n7-17c21/22o
Q8XA57                          0  0 o
Q8XA61                         10  0 i27-50o56-74i81-98o104-124i131-152o172-192i224-245o251-271i278-300o306-323i
Q8XA67                          0  0 o
Q8XA68                          0  Y n4-15c23/24o
Q8XA69                          4  0 i12-33o53-74i81-100o120-137i
Q8XA74                          0  Y n9-16c21/22o
Q8XA75                          9  0 o12-30i68-87o93-116i137-156o176-194i206-228o297-321i342-370o414-438i
Q8XA76                          0  0 o
Q8XA77                         12  0 i7-29o41-60i72-89o95-113i134-152o158-176i207-229o241-257i269-286o292-316i328-350o356-373i
Q8XA78                          0  Y n6-17c23/24o
Q8XA79                          0  0 o
Q8XA89                          0  0 o
Q8XA92                          0  0 o
Q8XA94                          0  0 o
Q8XA98                          8  0 o6-25i45-64o84-103i110-131o143-162i174-192o224-244i251-272o
Q8XA99                          0  0 o
Q8XAA0                          0  0 o
Q8XAB2                          0  0 o
Q8XAB3                          0  Y n3-11c16/17o
Q8XAB4                          0  Y n7-17c22/23o
Q8XAB6                          0  Y n4-14c32/33o
Q8XAB9                          9  0 o14-32i44-74o86-106i126-149o169-187i216-235o241-258i265-285o297-316i
Q8XAC1                          0  0 o
Q8XAC4                          0  0 o
Q8XAC6                          6  0 i91-111o138-157i164-187o207-224i245-266o272-289i
Q8XAD3                          6  0 i34-56o68-89i109-133o164-182i194-222o254-276i
Q8XAD4                          0  0 o
Q8XAD5                          0  0 i
Q8XAD6                          0  0 i
Q8XAD7                          0  0 o
Q8XAD9                          0  0 o
Q8XAE0                          0  0 o
Q8XAE1                          0  0 o
Q8XAE6                          0  0 o
Q8XAE7                          0  0 o
Q8XAE8                          0  0 o
Q8XAF3                          0  0 i
Q8XAF7                          0  0 i
Q8XAG5                          5  0 i7-30o42-62i74-94o114-138i150-172o
Q8XAH2                          1  0 i47-65o
Q8XAH3                          0  Y n5-15c20/21o
Q8XAH4                          0  0 o
Q8XAH7                          1  0 i412-433o
Q8XAH8                          0  0 o
Q8XAI8                          0  0 o
Q8XAI9                          5  0 o6-24i36-59o71-88i95-111o131-157i
Q8XAJ1                          0  0 o
Q8XAJ2                          0  0 o
Q8XAJ5                          0  0 o
Q8XAK2                          8  0 i16-32o44-68i89-114o120-141i162-182o202-222i255-277o289-309i
Q8XAK4                          0  Y n7-17c21/22o
Q8XAK6                          0  Y n21-31c36/37o
Q8XAK7                          0  0 o
Q8XAK9                          0  0 o
Q8XAL0                          0  0 o
Q8XAL1                          0  Y n5-16c25/26o
Q8XAL2                          0  Y n3-14c19/20o
Q8XAL3                         12  0 i12-29o41-63i84-108o120-140i152-176o196-220i232-255o287-312i332-353o365-385i406-426o432-452i
Q8XAL4                          0  0 o
Q8XAL6                          0  0 o
Q8XAL8                          0  0 o
Q8XAM0                          5  0 o6-26i47-70o299-324i345-373o401-422i
Q8XAM1                          0  Y n8-19c26/27o
Q8XAM2                          0  0 o
Q8XAM3                          0  0 o
Q8XAM4                          0  0 o
Q8XAM6                          0  0 o
Q8XAM7                          0  0 o
Q8XAN0                          0  0 o
Q8XAN2                          0  0 o
Q8XAN3                          0  0 o
Q8XAN8                          0  Y n7-16c20/21o
Q8XAN9                          0  Y n15-25c33/34o
Q8XAP2                          0  0 o
Q8XAP4                          0  Y n8-18c22/23o
Q8XAP7                          1  0 i36-57o
Q8XAP9                          0  Y n9-20c26/27o
Q8XAQ0                          0  Y n9-20c24/25o
Q8XAQ1                          0  0 o
Q8XAQ2                         12  0 i12-34o40-60i94-119o125-146i158-177o197-219i240-259o271-299i333-353o359-380i401-423o429-448i
Q8XAQ4                          0  0 o
