# SignalP-5.0	Organism: euk	Timestamp: 20260407125043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8XA76	OTHER	0.001974	0.998026	
Q8XA77	OTHER	0.004517	0.995483	
Q8XA78	SP(Sec/SPI)	0.999515	0.000485	CS pos: 23-24. TQA-AE. Pr: 0.9277
Q8XA79	OTHER	0.178360	0.821640	
Q8XA89	OTHER	0.013097	0.986903	
Q8XA92	OTHER	0.005171	0.994829	
Q8XA94	OTHER	0.003359	0.996641	
Q8XA98	OTHER	0.005341	0.994659	
Q8XA99	OTHER	0.000474	0.999526	
Q8XAA0	OTHER	0.012167	0.987833	
Q8XAB2	OTHER	0.076266	0.923734	
Q8XAB3	SP(Sec/SPI)	0.859098	0.140902	CS pos: 16-17. ALA-GG. Pr: 0.7373
Q8XAB4	SP(Sec/SPI)	0.988253	0.011747	CS pos: 22-23. AAA-TD. Pr: 0.7758
Q8XAB6	SP(Sec/SPI)	0.981179	0.018821	CS pos: 19-20. AIA-SS. Pr: 0.7691
Q8XAB9	OTHER	0.010528	0.989472	
Q8XAC1	OTHER	0.001652	0.998348	
Q8XAC4	OTHER	0.006688	0.993312	
Q8XAC6	OTHER	0.000680	0.999320	
Q8XAD3	OTHER	0.001249	0.998751	
Q8XAD4	OTHER	0.000666	0.999334	
Q8XAD5	OTHER	0.000431	0.999569	
Q8XAD6	OTHER	0.002010	0.997990	
Q8XAD7	OTHER	0.000991	0.999009	
Q8XAD9	OTHER	0.001271	0.998729	
Q8XAE0	OTHER	0.002433	0.997567	
Q8XAE1	OTHER	0.000997	0.999003	
Q8XAE6	OTHER	0.002915	0.997085	
Q8XAE7	OTHER	0.000621	0.999379	
Q8XAE8	OTHER	0.000542	0.999458	
Q8XAF3	OTHER	0.004518	0.995482	
Q8XAF7	OTHER	0.001107	0.998893	
Q8XAG5	OTHER	0.151666	0.848334	
Q8XAH2	OTHER	0.000552	0.999448	
Q8XAH3	SP(Sec/SPI)	0.996242	0.003758	CS pos: 20-21. SYA-TT. Pr: 0.9067
Q8XAH4	OTHER	0.002353	0.997647	
Q8XAH7	OTHER	0.000404	0.999596	
Q8XAH8	OTHER	0.002686	0.997314	
Q8XAI8	OTHER	0.005569	0.994431	
Q8XAI9	OTHER	0.005406	0.994594	
Q8XAJ1	OTHER	0.022963	0.977037	
Q8XAJ2	OTHER	0.005833	0.994167	
Q8XAJ5	OTHER	0.001083	0.998917	
Q8XAK2	OTHER	0.000514	0.999486	
Q8XAK4	SP(Sec/SPI)	0.998616	0.001384	CS pos: 21-22. VQA-DC. Pr: 0.9699
Q8XAK6	OTHER	0.159503	0.840497	
Q8XAK7	OTHER	0.001003	0.998997	
Q8XAK9	OTHER	0.003507	0.996493	
Q8XAL0	OTHER	0.001708	0.998292	
Q8XAL1	SP(Sec/SPI)	0.996289	0.003711	CS pos: 22-23. AHA-TN. Pr: 0.7735
Q8XAL2	SP(Sec/SPI)	0.911265	0.088735	CS pos: 24-25. AAG-EE. Pr: 0.3291
Q8XAL3	OTHER	0.008931	0.991069	
Q8XAL4	OTHER	0.001198	0.998802	
Q8XAL6	OTHER	0.005214	0.994786	
Q8XAL8	OTHER	0.000748	0.999252	
Q8XAM0	OTHER	0.000660	0.999340	
Q8XAM1	SP(Sec/SPI)	0.936991	0.063009	CS pos: 26-27. IYA-AT. Pr: 0.8294
Q8XAM2	OTHER	0.011501	0.988499	
Q8XAM3	OTHER	0.001974	0.998026	
Q8XAM4	OTHER	0.002819	0.997181	
Q8XAM6	OTHER	0.000303	0.999697	
Q8XAM7	OTHER	0.001988	0.998012	
Q8XAN0	OTHER	0.000816	0.999184	
Q8XAN2	OTHER	0.001474	0.998526	
Q8XAN3	OTHER	0.001224	0.998776	
Q8XAN8	SP(Sec/SPI)	0.995840	0.004160	CS pos: 20-21. VAA-KD. Pr: 0.9453
Q8XAN9	SP(Sec/SPI)	0.817137	0.182863	CS pos: 33-34. SQA-AG. Pr: 0.5426
Q8XAP2	OTHER	0.001387	0.998613	
Q8XAP4	SP(Sec/SPI)	0.993273	0.006727	CS pos: 22-23. TMA-AP. Pr: 0.9068
Q8XAP7	OTHER	0.001031	0.998969	
Q8XAP9	SP(Sec/SPI)	0.991626	0.008374	CS pos: 26-27. AWA-NC. Pr: 0.8516
Q8XAQ0	SP(Sec/SPI)	0.991470	0.008530	CS pos: 24-25. ASA-AD. Pr: 0.7858
Q8XAQ1	OTHER	0.004983	0.995017	
Q8XAQ2	OTHER	0.000369	0.999631	
Q8XAQ4	OTHER	0.000587	0.999413	
Q8XAQ6	OTHER	0.000744	0.999256	
Q8XAQ7	SP(Sec/SPI)	0.639636	0.360364	CS pos: 22-23. ILS-HI. Pr: 0.2575
Q8XAQ9	OTHER	0.001840	0.998160	
Q8XAS0	SP(Sec/SPI)	0.999002	0.000998	CS pos: 21-22. AHA-AE. Pr: 0.9792
Q8XAS1	OTHER	0.003333	0.996667	
Q8XAS5	OTHER	0.001317	0.998683	
Q8XAT0	OTHER	0.005912	0.994088	
Q8XAT1	OTHER	0.001688	0.998312	
Q8XAT9	OTHER	0.001417	0.998583	
Q8XAU2	SP(Sec/SPI)	0.651084	0.348916	CS pos: 20-21. IPG-DP. Pr: 0.2352
Q8XAU4	SP(Sec/SPI)	0.998128	0.001872	CS pos: 25-26. AHA-AV. Pr: 0.9672
Q8XAV2	OTHER	0.003626	0.996374	
Q8XAV5	OTHER	0.005541	0.994459	
Q8XAV8	OTHER	0.000686	0.999314	
Q8XAV9	SP(Sec/SPI)	0.920800	0.079200	CS pos: 19-20. AQA-VD. Pr: 0.8526
Q8XAW2	OTHER	0.001072	0.998928	
Q8XAW3	OTHER	0.000783	0.999217	
Q8XAW5	OTHER	0.323098	0.676902	
Q8XAX2	SP(Sec/SPI)	0.994062	0.005938	CS pos: 24-25. VFA-FS. Pr: 0.9547
Q8XAX7	OTHER	0.006232	0.993768	
Q8XAX9	OTHER	0.000280	0.999720	
Q8XAZ0	SP(Sec/SPI)	0.978483	0.021517	CS pos: 23-24. LQA-AD. Pr: 0.7996
Q8XAZ5	OTHER	0.001874	0.998126	
Q8XAZ8	OTHER	0.001252	0.998748	
Q8XAZ9	SP(Sec/SPI)	0.938310	0.061690	CS pos: 24-25. AFA-RD. Pr: 0.7738
Q8XB01	SP(Sec/SPI)	0.998484	0.001516	CS pos: 19-20. GFA-AN. Pr: 0.7703
Q8XB02	SP(Sec/SPI)	0.998204	0.001796	CS pos: 22-23. GYA-AN. Pr: 0.9330
Q8XB04	OTHER	0.056993	0.943007	
Q8XB09	OTHER	0.000502	0.999498	
Q8XB11	SP(Sec/SPI)	0.998642	0.001358	CS pos: 21-22. GVA-EQ. Pr: 0.5539
Q8XB15	OTHER	0.119402	0.880598	
Q8XB17	OTHER	0.000686	0.999314	
Q8XB19	OTHER	0.000450	0.999550	
Q8XB20	OTHER	0.000943	0.999057	
Q8XB22	OTHER	0.001143	0.998857	
Q8XB29	OTHER	0.000903	0.999097	
Q8XB32	OTHER	0.000639	0.999361	
Q8XB40	OTHER	0.045458	0.954542	
Q8XB45	OTHER	0.002387	0.997613	
Q8XB47	OTHER	0.004322	0.995678	
Q8XB48	OTHER	0.000684	0.999316	
Q8XB50	OTHER	0.000574	0.999426	
Q8XB51	OTHER	0.000953	0.999047	
Q8XB52	OTHER	0.433014	0.566986	
Q8XB54	OTHER	0.000673	0.999327	
Q8XB56	OTHER	0.002105	0.997895	
Q8XB58	SP(Sec/SPI)	0.980711	0.019289	CS pos: 25-26. VHA-AS. Pr: 0.9270
Q8XB60	OTHER	0.001773	0.998227	
Q8XB61	OTHER	0.000396	0.999604	
Q8XB62	OTHER	0.000438	0.999562	
Q8XB64	OTHER	0.001689	0.998311	
Q8XB65	OTHER	0.015518	0.984482	
Q8XB66	OTHER	0.475436	0.524564	
Q8XB67	OTHER	0.000476	0.999524	
Q8XB68	OTHER	0.000442	0.999558	
Q8XB69	OTHER	0.000573	0.999427	
Q8XB71	OTHER	0.357065	0.642935	
Q8XB72	OTHER	0.398202	0.601798	
Q8XB79	OTHER	0.000278	0.999722	
Q8XB80	OTHER	0.000775	0.999225	
Q8XB81	OTHER	0.001336	0.998664	
Q8XB82	OTHER	0.000349	0.999651	
Q8XB83	OTHER	0.001948	0.998052	
Q8XB85	OTHER	0.000759	0.999241	
Q8XB89	OTHER	0.000644	0.999356	
Q8XB93	OTHER	0.001688	0.998312	
Q8XB96	OTHER	0.004196	0.995804	
Q8XB97	OTHER	0.020219	0.979781	
Q8XBA0	OTHER	0.000695	0.999305	
Q8XBA5	OTHER	0.000355	0.999645	
Q8XBA6	SP(Sec/SPI)	0.998895	0.001105	CS pos: 19-20. VNA-WS. Pr: 0.6583
Q8XBA7	OTHER	0.004498	0.995502	
Q8XBB3	OTHER	0.002126	0.997874	
Q8XBB4	OTHER	0.044859	0.955141	
Q8XBB5	SP(Sec/SPI)	0.993729	0.006271	CS pos: 16-17. AGC-AE. Pr: 0.4641
Q8XBB9	OTHER	0.009936	0.990064	
Q8XBC3	OTHER	0.002093	0.997907	
Q8XBC6	OTHER	0.117615	0.882385	
Q8XBC9	OTHER	0.000702	0.999298	
Q8XBD0	OTHER	0.001604	0.998396	
Q8XBD1	OTHER	0.015668	0.984332	
Q8XBD2	OTHER	0.018503	0.981497	
Q8XBD7	OTHER	0.008300	0.991700	
Q8XBE2	OTHER	0.001054	0.998946	
Q8XBE3	OTHER	0.001710	0.998290	
Q8XBE4	OTHER	0.000525	0.999475	
Q8XBE6	OTHER	0.013744	0.986256	
Q8XBE9	SP(Sec/SPI)	0.998380	0.001620	CS pos: 21-22. VWA-AP. Pr: 0.9300
Q8XBF6	OTHER	0.033301	0.966699	
Q8XBF7	OTHER	0.000919	0.999081	
Q8XBF8	OTHER	0.001729	0.998271	
Q8XBF9	OTHER	0.003337	0.996663	
Q8XBG1	OTHER	0.001807	0.998193	
Q8XBG2	OTHER	0.001233	0.998767	
Q8XBG5	OTHER	0.002272	0.997728	
Q8XBG7	OTHER	0.000358	0.999642	
Q8XBG9	OTHER	0.003546	0.996454	
Q8XBH0	OTHER	0.003091	0.996909	
Q8XBH1	OTHER	0.001233	0.998767	
Q8XBH3	OTHER	0.000322	0.999678	
Q8XBH5	OTHER	0.001123	0.998877	
Q8XBH6	OTHER	0.002502	0.997498	
Q8XBH7	OTHER	0.000851	0.999149	
Q8XBH8	OTHER	0.000667	0.999333	
Q8XBH9	OTHER	0.001799	0.998201	
Q8XBI2	OTHER	0.004468	0.995532	
Q8XBI3	OTHER	0.000797	0.999203	
Q8XBI7	OTHER	0.045794	0.954206	
Q8XBI8	SP(Sec/SPI)	0.976698	0.023302	CS pos: 22-23. TMS-SV. Pr: 0.3419
Q8XBJ5	SP(Sec/SPI)	0.989325	0.010675	CS pos: 25-26. VQA-TE. Pr: 0.9735
Q8XBK8	SP(Sec/SPI)	0.998341	0.001659	CS pos: 19-20. AYA-KL. Pr: 0.9434
Q8XBL6	SP(Sec/SPI)	0.997389	0.002611	CS pos: 22-23. AQA-DD. Pr: 0.9036
Q8XBM0	SP(Sec/SPI)	0.980678	0.019322	CS pos: 21-22. CIS-QP. Pr: 0.7374
Q8XBM1	OTHER	0.000919	0.999081	
Q8XBM2	OTHER	0.000742	0.999258	
Q8XBM5	OTHER	0.000902	0.999098	
Q8XBM6	OTHER	0.443044	0.556956	
Q8XBM7	OTHER	0.022481	0.977519	
Q8XBN1	OTHER	0.000362	0.999638	
Q8XBN4	OTHER	0.000585	0.999415	
Q8XBN5	OTHER	0.001949	0.998051	
Q8XBP9	OTHER	0.002415	0.997585	
Q8XBQ3	OTHER	0.000745	0.999255	
Q8XBQ5	SP(Sec/SPI)	0.942453	0.057547	CS pos: 28-29. IHA-TD. Pr: 0.8702
Q8XBQ6	OTHER	0.000774	0.999226	
Q8XBQ7	SP(Sec/SPI)	0.644565	0.355435	CS pos: 27-28. IGA-RF. Pr: 0.1830
Q8XBR0	OTHER	0.002573	0.997427	
Q8XBR1	SP(Sec/SPI)	0.997072	0.002928	CS pos: 17-18. ARA-TE. Pr: 0.8310
Q8XBR2	OTHER	0.001786	0.998214	
Q8XBR3	OTHER	0.000967	0.999033	
Q8XBR5	OTHER	0.074164	0.925836	
Q8XBR6	SP(Sec/SPI)	0.963422	0.036578	CS pos: 23-24. VFA-FS. Pr: 0.5999
Q8XBS4	OTHER	0.000905	0.999095	
Q8XBS8	SP(Sec/SPI)	0.944086	0.055914	CS pos: 20-21. SGC-VN. Pr: 0.3155
Q8XBT2	OTHER	0.001226	0.998774	
Q8XBT3	OTHER	0.000591	0.999409	
Q8XBT7	OTHER	0.001477	0.998523	
Q8XBT8	OTHER	0.002598	0.997402	
Q8XBU1	OTHER	0.000650	0.999350	
Q8XBU2	OTHER	0.010163	0.989837	
Q8XBU4	OTHER	0.001183	0.998817	
Q8XBU5	OTHER	0.015238	0.984762	
Q8XBU6	OTHER	0.000496	0.999504	
Q8XBU7	OTHER	0.000745	0.999255	
Q8XBU8	OTHER	0.106047	0.893953	
Q8XBV1	OTHER	0.231983	0.768017	
Q8XBV5	OTHER	0.360861	0.639139	
Q8XBV6	OTHER	0.168344	0.831656	
Q8XBV7	OTHER	0.001569	0.998431	
Q8XBV8	OTHER	0.000228	0.999772	
Q8XBW0	OTHER	0.001532	0.998468	
Q8XBW2	OTHER	0.001661	0.998339	
Q8XBW5	OTHER	0.001689	0.998311	
Q8XBX2	OTHER	0.046422	0.953578	
Q8XBY0	OTHER	0.001539	0.998461	
Q8XBY5	OTHER	0.000927	0.999073	
Q8XBY9	OTHER	0.001779	0.998221	
Q8XBZ2	OTHER	0.000595	0.999405	
Q8XBZ4	OTHER	0.001654	0.998346	
Q8XBZ6	SP(Sec/SPI)	0.997177	0.002823	CS pos: 22-23. AQA-QT. Pr: 0.9371
Q8XBZ8	OTHER	0.004406	0.995594	
Q8XBZ9	OTHER	0.002156	0.997844	
Q8XC00	OTHER	0.001074	0.998926	
Q8XC05	OTHER	0.000704	0.999296	
Q8XC07	OTHER	0.000949	0.999051	
Q8XC09	OTHER	0.023685	0.976315	
Q8XC10	OTHER	0.095359	0.904641	
Q8XC13	OTHER	0.003728	0.996272	
Q8XC15	OTHER	0.000126	0.999874	
Q8XC16	OTHER	0.000448	0.999552	
Q8XC17	OTHER	0.334550	0.665450	
Q8XC19	SP(Sec/SPI)	0.998376	0.001624	CS pos: 21-22. AFA-AP. Pr: 0.9087
Q8XC20	SP(Sec/SPI)	0.998143	0.001857	CS pos: 19-20. THS-QQ. Pr: 0.8849
Q8XC21	OTHER	0.000728	0.999272	
Q8XC22	OTHER	0.016289	0.983711	
Q8XC26	OTHER	0.001805	0.998195	
Q8XC30	OTHER	0.077966	0.922034	
Q8XC33	OTHER	0.000995	0.999005	
Q8XC34	OTHER	0.001990	0.998010	
Q8XC36	OTHER	0.024252	0.975748	
Q8XC42	OTHER	0.002454	0.997546	
Q8XC47	OTHER	0.002077	0.997923	
Q8XC51	SP(Sec/SPI)	0.540620	0.459380	CS pos: 25-26. VCA-QY. Pr: 0.4061
Q8XC52	OTHER	0.000808	0.999192	
Q8XC53	OTHER	0.007105	0.992895	
Q8XC56	OTHER	0.003946	0.996054	
Q8XC64	OTHER	0.002409	0.997591	
Q8XC66	OTHER	0.001077	0.998923	
Q8XC71	OTHER	0.004921	0.995079	
Q8XC73	OTHER	0.001153	0.998847	
Q8XC75	OTHER	0.000453	0.999547	
Q8XC76	OTHER	0.052734	0.947266	
Q8XC77	OTHER	0.000413	0.999587	
Q8XC78	OTHER	0.000315	0.999685	
Q8XC79	OTHER	0.000999	0.999001	
Q8XC83	OTHER	0.001836	0.998164	
Q8XC86	OTHER	0.000497	0.999503	
Q8XC87	OTHER	0.000815	0.999185	
Q8XC89	OTHER	0.001602	0.998398	
Q8XC90	OTHER	0.000518	0.999482	
Q8XC91	OTHER	0.004443	0.995557	
Q8XC95	OTHER	0.002348	0.997652	
Q8XC96	OTHER	0.000396	0.999604	
Q8XC97	OTHER	0.002244	0.997756	
Q8XC98	OTHER	0.001035	0.998965	
Q8XCA0	OTHER	0.001131	0.998869	
Q8XCA2	OTHER	0.001387	0.998613	
Q8XCA4	OTHER	0.017000	0.983000	
Q8XCA5	OTHER	0.000926	0.999074	
Q8XCA6	OTHER	0.026650	0.973350	
Q8XCA7	OTHER	0.000355	0.999645	
Q8XCA8	OTHER	0.001008	0.998992	
Q8XCA9	OTHER	0.006205	0.993795	
Q8XCB1	OTHER	0.000875	0.999125	
Q8XCB4	OTHER	0.000410	0.999590	
Q8XCB5	OTHER	0.001977	0.998023	
Q8XCB9	OTHER	0.001043	0.998957	
Q8XCC5	OTHER	0.004453	0.995547	
Q8XCC7	OTHER	0.003399	0.996601	
Q8XCD1	SP(Sec/SPI)	0.988866	0.011134	CS pos: 22-23. AVA-MP. Pr: 0.8833
Q8XCD2	OTHER	0.000767	0.999233	
Q8XCD3	OTHER	0.000554	0.999446	
Q8XCD5	OTHER	0.000598	0.999402	
Q8XCD6	SP(Sec/SPI)	0.991106	0.008894	CS pos: 16-17. AGC-TV. Pr: 0.3064
Q8XCE9	OTHER	0.266263	0.733737	
Q8XCF1	SP(Sec/SPI)	0.954702	0.045298	CS pos: 21-22. ALA-AP. Pr: 0.8444
Q8XCF2	OTHER	0.011181	0.988819	
Q8XCF3	OTHER	0.000845	0.999155	
Q8XCG4	OTHER	0.000502	0.999498	
Q8XCG5	SP(Sec/SPI)	0.998008	0.001992	CS pos: 20-21. ASA-HQ. Pr: 0.9283
Q8XCH0	SP(Sec/SPI)	0.994110	0.005890	CS pos: 19-20. AAG-EG. Pr: 0.4532
Q8XCH1	SP(Sec/SPI)	0.999349	0.000651	CS pos: 18-19. VYA-ED. Pr: 0.9825
Q8XCH3	OTHER	0.000426	0.999574	
Q8XCH7	OTHER	0.000749	0.999251	
Q8XCH8	OTHER	0.032339	0.967661	
Q8XCI1	OTHER	0.011388	0.988612	
Q8XCI4	OTHER	0.001274	0.998726	
Q8XCI5	OTHER	0.138156	0.861844	
Q8XCI6	OTHER	0.004183	0.995817	
Q8XCI9	OTHER	0.012650	0.987350	
Q8XCJ5	OTHER	0.000722	0.999278	
Q8XCK1	SP(Sec/SPI)	0.502743	0.497257	CS pos: 33-34. AYA-YW. Pr: 0.4759
Q8XCK4	OTHER	0.001472	0.998528	
Q8XCL1	OTHER	0.001319	0.998681	
Q8XCL2	SP(Sec/SPI)	0.997741	0.002259	CS pos: 20-21. ALA-AP. Pr: 0.8523
Q8XCL3	OTHER	0.001184	0.998816	
Q8XCL4	OTHER	0.000960	0.999040	
Q8XCL5	OTHER	0.001426	0.998574	
Q8XCL6	OTHER	0.010501	0.989499	
Q8XCL7	OTHER	0.000700	0.999300	
Q8XCL8	OTHER	0.002833	0.997167	
Q8XCM0	OTHER	0.002791	0.997209	
Q8XCM6	OTHER	0.000607	0.999393	
Q8XCM7	OTHER	0.001197	0.998803	
Q8XCM8	OTHER	0.001718	0.998282	
Q8XCN1	OTHER	0.000419	0.999581	
Q8XCN2	OTHER	0.092984	0.907016	
Q8XCN4	OTHER	0.000644	0.999356	
Q8XCN5	OTHER	0.002593	0.997407	
Q8XCN7	OTHER	0.000547	0.999453	
Q8XCN8	OTHER	0.001001	0.998999	
Q8XCP0	OTHER	0.000594	0.999406	
Q8XCP3	OTHER	0.001888	0.998112	
Q8XCP6	SP(Sec/SPI)	0.960695	0.039305	CS pos: 28-29. VQA-SV. Pr: 0.8720
Q8XCP8	OTHER	0.002271	0.997729	
Q8XCP9	SP(Sec/SPI)	0.965421	0.034579	CS pos: 22-23. APA-AD. Pr: 0.5315
Q8XCQ0	SP(Sec/SPI)	0.997087	0.002913	CS pos: 25-26. CYA-GD. Pr: 0.5969
Q8XCQ6	OTHER	0.004236	0.995764	
Q8XCR5	OTHER	0.026708	0.973292	
Q8XCR7	OTHER	0.002602	0.997398	
Q8XCR8	SP(Sec/SPI)	0.927269	0.072731	CS pos: 27-28. ALA-DN. Pr: 0.8555
Q8XCR9	SP(Sec/SPI)	0.998218	0.001782	CS pos: 20-21. GWA-AD. Pr: 0.9443
Q8XCS0	SP(Sec/SPI)	0.996584	0.003416	CS pos: 22-23. SWA-TV. Pr: 0.8803
Q8XCS1	OTHER	0.000331	0.999669	
Q8XCS2	OTHER	0.028475	0.971525	
Q8XCS4	SP(Sec/SPI)	0.998491	0.001509	CS pos: 22-23. SYA-AL. Pr: 0.4632
Q8XCT0	OTHER	0.000938	0.999062	
Q8XCT1	OTHER	0.000845	0.999155	
Q8XCT2	OTHER	0.001929	0.998071	
Q8XCT3	OTHER	0.010761	0.989239	
Q8XCT5	SP(Sec/SPI)	0.985056	0.014944	CS pos: 23-24. VHA-AG. Pr: 0.8592
Q8XCT7	OTHER	0.001770	0.998230	
Q8XCT8	OTHER	0.087106	0.912894	
Q8XCU3	SP(Sec/SPI)	0.998882	0.001118	CS pos: 21-22. VWA-DG. Pr: 0.9396
Q8XCU6	OTHER	0.000491	0.999509	
Q8XCV1	OTHER	0.000523	0.999477	
Q8XCV2	OTHER	0.001282	0.998718	
Q8XCV6	OTHER	0.003894	0.996106	
Q8XCV7	OTHER	0.003362	0.996638	
Q8XCV9	OTHER	0.001374	0.998626	
Q8XCW0	OTHER	0.004778	0.995222	
Q8XCW1	OTHER	0.003972	0.996028	
Q8XCW2	OTHER	0.058002	0.941998	
Q8XCW7	OTHER	0.135810	0.864190	
Q8XCW8	OTHER	0.000717	0.999283	
Q8XCX4	OTHER	0.000702	0.999298	
Q8XCX6	OTHER	0.475680	0.524320	
Q8XCY0	SP(Sec/SPI)	0.997117	0.002883	CS pos: 24-25. SNA-QY. Pr: 0.7906
Q8XCY6	OTHER	0.001010	0.998990	
Q8XCY7	OTHER	0.000401	0.999599	
Q8XCZ1	OTHER	0.009911	0.990089	
Q8XCZ4	OTHER	0.001348	0.998652	
Q8XCZ5	OTHER	0.349611	0.650389	
Q8XCZ7	OTHER	0.001581	0.998419	
Q8XCZ8	OTHER	0.001527	0.998473	
Q8XD00	OTHER	0.086868	0.913132	
Q8XD01	OTHER	0.073125	0.926875	
Q8XD02	OTHER	0.003749	0.996251	
Q8XD04	OTHER	0.027078	0.972922	
Q8XD05	OTHER	0.020798	0.979202	
Q8XD14	OTHER	0.000168	0.999832	
Q8XD16	OTHER	0.003046	0.996954	
Q8XD17	OTHER	0.001256	0.998744	
Q8XD18	OTHER	0.006828	0.993172	
Q8XD21	OTHER	0.004450	0.995550	
Q8XD25	OTHER	0.005266	0.994734	
Q8XD26	OTHER	0.001864	0.998136	
Q8XD34	OTHER	0.000758	0.999242	
Q8XD36	OTHER	0.003492	0.996508	
Q8XD37	OTHER	0.037427	0.962573	
Q8XD42	OTHER	0.002832	0.997168	
Q8XD44	OTHER	0.000517	0.999483	
Q8XD47	OTHER	0.000957	0.999043	
Q8XD49	OTHER	0.000553	0.999447	
Q8XD50	OTHER	0.000756	0.999244	
Q8XD52	OTHER	0.000517	0.999483	
Q8XD60	OTHER	0.017577	0.982423	
Q8XD62	OTHER	0.000795	0.999205	
Q8XD65	OTHER	0.002022	0.997978	
Q8XD67	OTHER	0.001097	0.998903	
Q8XD68	OTHER	0.000470	0.999530	
Q8XD70	OTHER	0.000728	0.999272	
Q8XD73	SP(Sec/SPI)	0.975300	0.024700	CS pos: 20-21. ACA-DK. Pr: 0.4167
Q8XD76	OTHER	0.003187	0.996813	
Q8XD77	OTHER	0.000500	0.999500	
Q8XD78	OTHER	0.056391	0.943609	
Q8XD80	OTHER	0.001414	0.998586	
Q8XD81	OTHER	0.007496	0.992504	
Q8XD84	OTHER	0.001060	0.998940	
Q8XD87	OTHER	0.013743	0.986257	
Q8XD90	OTHER	0.475043	0.524957	
Q8XD93	OTHER	0.016218	0.983782	
Q8XD95	OTHER	0.000523	0.999477	
Q8XD96	OTHER	0.003497	0.996503	
Q8XD97	OTHER	0.001520	0.998480	
Q8XDA5	OTHER	0.018535	0.981465	
Q8XDA6	SP(Sec/SPI)	0.998681	0.001319	CS pos: 18-19. CSS-GE. Pr: 0.5751
Q8XDA7	OTHER	0.001516	0.998484	
Q8XDA8	OTHER	0.002812	0.997188	
Q8XDB1	OTHER	0.005304	0.994696	
Q8XDB3	OTHER	0.003191	0.996809	
Q8XDB4	OTHER	0.002282	0.997718	
Q8XDB7	OTHER	0.007823	0.992177	
Q8XDC0	OTHER	0.000373	0.999627	
Q8XDC1	OTHER	0.000499	0.999501	
Q8XDC2	OTHER	0.000222	0.999778	
Q8XDC3	OTHER	0.179614	0.820386	
Q8XDC7	OTHER	0.000771	0.999229	
Q8XDD4	SP(Sec/SPI)	0.836881	0.163119	CS pos: 36-37. ANA-QS. Pr: 0.7575
Q8XDD7	OTHER	0.004915	0.995085	
Q8XDE0	OTHER	0.002495	0.997505	
Q8XDE1	SP(Sec/SPI)	0.966422	0.033578	CS pos: 23-24. VLA-GK. Pr: 0.9031
Q8XDE2	SP(Sec/SPI)	0.520830	0.479170	CS pos: 34-35. AHA-DE. Pr: 0.4569
Q8XDE4	OTHER	0.017299	0.982701	
Q8XDE5	OTHER	0.027234	0.972766	
Q8XDF0	OTHER	0.005470	0.994530	
Q8XDF1	SP(Sec/SPI)	0.999158	0.000842	CS pos: 22-23. ANA-AE. Pr: 0.9796
Q8XDF4	OTHER	0.030382	0.969618	
Q8XDF8	OTHER	0.002062	0.997938	
Q8XDG5	OTHER	0.000666	0.999334	
Q8XDG8	OTHER	0.001712	0.998288	
Q8XDH2	OTHER	0.002587	0.997413	
Q8XDH3	SP(Sec/SPI)	0.996783	0.003217	CS pos: 19-20. LHG-AD. Pr: 0.8858
Q8XDH5	OTHER	0.001607	0.998393	
Q8XDH9	OTHER	0.490255	0.509745	
Q8XDI3	OTHER	0.001011	0.998989	
Q8XDI9	OTHER	0.002828	0.997172	
Q8XDJ0	OTHER	0.002053	0.997947	
Q8XDJ1	OTHER	0.000897	0.999103	
Q8XDJ3	OTHER	0.074238	0.925762	
Q8XDJ9	OTHER	0.002462	0.997538	
Q8XDK1	OTHER	0.040470	0.959530	
Q8XDK2	SP(Sec/SPI)	0.959974	0.040026	CS pos: 27-28. CSA-LQ. Pr: 0.4885
Q8XDK3	OTHER	0.008389	0.991611	
Q8XDK4	OTHER	0.000675	0.999325	
Q8XDK5	OTHER	0.001051	0.998949	
Q8XDK6	OTHER	0.000675	0.999325	
Q8XDK7	OTHER	0.000717	0.999283	
Q8XDK8	OTHER	0.007356	0.992644	
Q8XDK9	OTHER	0.000503	0.999497	
Q8XDL0	OTHER	0.006329	0.993671	
Q8XDL1	OTHER	0.001686	0.998314	
Q8XDL3	OTHER	0.000568	0.999432	
Q8XDL6	OTHER	0.003525	0.996475	
Q8XDL7	OTHER	0.001181	0.998819	
Q8XDL8	SP(Sec/SPI)	0.929604	0.070396	CS pos: 27-28. VLA-KT. Pr: 0.8320
Q8XDM0	OTHER	0.001465	0.998535	
Q8XDM5	OTHER	0.023213	0.976787	
Q8XDM6	OTHER	0.002534	0.997466	
Q8XDM8	SP(Sec/SPI)	0.998252	0.001748	CS pos: 22-23. SFA-AG. Pr: 0.5598
Q8XDM9	SP(Sec/SPI)	0.899832	0.100168	CS pos: 24-25. ASG-HD. Pr: 0.6135
Q8XDP2	SP(Sec/SPI)	0.912942	0.087058	CS pos: 17-18. ALA-VS. Pr: 0.2975
Q8XDP4	SP(Sec/SPI)	0.998484	0.001516	CS pos: 22-23. VSA-QQ. Pr: 0.9592
Q8XDP5	OTHER	0.001602	0.998398	
Q8XDP7	OTHER	0.013211	0.986789	
Q8XDP8	OTHER	0.002116	0.997884	
Q8XDQ1	OTHER	0.000370	0.999630	
Q8XDQ3	OTHER	0.000991	0.999009	
