ID	Evidences length	Evidences list	Complete evidences
Q8XBI7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBM0	1	TM	TM
Q8XBM1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XBM5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XBM6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBM7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBQ3	1	SL	SL
Q8XBQ7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBR5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBR6	1	TM	TM
Q8XBS8	1	TM	TM
Q8XBT2	1	SL	SL
Q8XBT7	1	PHOBIUS_TM	PHOBIUS_TM
Q8XBU8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBV5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBV6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBV8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBW2	1	TM	TM
Q8XBX2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XBY0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC10	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC15	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC17	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XC19	1	TM	TM
Q8XC30	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC51	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC77	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XC78	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XC86	1	TM	TM
Q8XCA4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCA5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCA6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XCE9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCF1	1	TM	TM
Q8XCH8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCI1	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8XCI5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCK1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XCL1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCL2	1	TM	TM
Q8XCM7	2	GPI|TM	GPI|TM
Q8XCM8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCN1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCN2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCN8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XCP3	1	SL	SL
Q8XCR5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCS2	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8XCT5	1	TM	TM
Q8XCT8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCW2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCW7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCW8	1	PHOBIUS_TM	PHOBIUS_TM
Q8XCX4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCZ4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XCZ5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XCZ8	1	PHOBIUS_TM	PHOBIUS_TM
Q8XD00	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XD01	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD04	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD05	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD16	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD21	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD36	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD37	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD42	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XD62	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD81	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD84	1	TM	TM
Q8XD90	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XD93	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDA5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDA7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XDA8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDE1	1	TM	TM
Q8XDE2	1	TM	TM
Q8XDE4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDE5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDF0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDH2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XDJ3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDK1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDK2	1	TM	TM
Q8XDK7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDM5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDM6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDP2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XDR1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDS2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDS3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDT2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDT4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDT5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XDU9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDV9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDX2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDX5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XDY4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XE15	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XE16	1	PHOBIUS_TM	PHOBIUS_TM
Q8XE44	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XE56	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XE71	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XE91	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XEA2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XEA4	1	TM	TM
Q8XEA8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XEB3	1	TM	TM
Q8XEB5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XEB9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q9RFL9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
